message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	conversation_id	speaker_id	speaker_number	split	essay_id
R_QmJWJsa2hr6gdXz_1	R_QmJWJsa2hr6gdXz	49	7.0	3.75	1.0	0.0	Yeah so global warming is really messing with the polar bear and the glaciers, if the earth continues to melt and the glaciers continue to melt then we could be looking at the extension of the polar bear, the disappearance of our glacier and mass ma flooding. Luckily they eat a lot of people keeping a close eye the sea levels and working on how to slow the warming of our planet.	neutral	2	4	3	26	33579	6.0	6.5	6.5	7.0	6.5	4.857	1.714	4.143	4.714					
R_8okZZbyblCqsFNv_5	R_8okZZbyblCqsFNv	367	5.332999999999999	5.875	1.0	1.0	so three missiles get shot up in the air randomly like if this were to be a daily routine. nobody was going to do anything about it. the craziest part about it is reading about the father who the article  states that jokingly told his family to forgive him if he did not return home that night. that man did not return home that i find insane.	surprise	2	4	2	52	10000	7.0	7.0	7.0	6.0	5.5	4.2860000000000005	1.0	3.429	4.714					
		44	5.833333333333333	5.875			We need gun control now. The amount of deaths like this airline worked being gunned down is everyday news at this point. Everyday is a new story about a new death due to guns. Pro gun activists say that cars or tobacco kill people more but those arent made to kill people and guns are and they do kill people.	Anger/Disgust	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	356.0	19.0	1.0	train	355.0
R_rdWwWMognANNEkx_5	R_rdWwWMognANNEkx	415	7.0	7.0	1.0	1.0	How to deal with that burning question of what is murder before birth and what isn't? Is it murder because it was against your will? Maybe that is how it should be determined if you walk into an abortion clinic you're willingly killing the fetus versus someone shooting you and your fetus is now unwillingly dead because it wasn't your choice?	neutral	2	2	1	35	9999	5.0	7.0	2.5	7.0	7.0	5.0	3.0	4.143	5.0					
		228	2.5	2.875			I can't believe having to go through that.  It's shocking that in a fairly developed world this is still going on.  What's even more shocking is that it sounds like this is probably fairly common in the area.  For the police and authorities to clearly not care about it suggests that it is considered to be a non issue.	Disgust	1	5	1	31	82000	3.5	2.5	2.0	4.5	5.0	3.571	2.286	1.857	2.0	169.0	49.0	1.0	train	168.0
		273	3.8333333333333335	3.375			I view the content that is sent to me online as my virtualized personalized email inbox. I find it unfortunate that scholars can relate their works cited to the various other work they are completing in ways to document not only their feelings on the article, but also progress on their goals as a person regarding their personalized information they receive. However, we as mTurk workers are afforded the luxury, and in fact the article more relates to the fact that remote workers are sometimes shut off from communication to the outside world by regular means. This does relate to the article in that a pipeline is spewing contamination into a water supply. When I contact my superiors that also work remotely, most projects are mishandled in ways and my personalized communication style.	Neutral	1	5	1	30	10000	4.0	4.0	4.0	4.5	4.0	3.429	3.143	3.429	3.286	213.0	15.0	1.0	train	212.0
R_27jqrVgI8TaD7ql_1	R_27jqrVgI8TaD7ql	40	1.6669999999999998	1.0	0.0	0.0	This is a really interesting article about primates. It just talks about some of the things this certain species of primate does as they get older. They tend to adjust their position so they can see things better as they age. The younger bonobos sit close to their partner when they groom but the older ones sit ridiculously far away. I wouldn't even think their arms could reach when I read the distance was over a foot.	neutral	2	6	1	28	68000	6.0	6.0	1.0	4.0	4.0	3.571	3.429	4.428999999999999	2.0					
		291	1.5	1.0			That's terrible that the dog was left to die. Maybe there should be consequences for it. You should know that I feel good about dogs and don't want them to die. It is upsetting especially given their important role and how much training is required for them, and how much responsibility their handlers are supposed to have.	Sadness	1	6	1	30	5000	3.5	5.5	1.5	3.5	4.0	3.429	2.857	3.429	2.143	315.0	52.0	2.0	train	814.0
R_2qxSe9C1FHoZe8D_3	R_2qxSe9C1FHoZe8D	186	3.5	1.0	0.0	0.0	I read an article today that was discussing the problems with Sudan in Africa. The article was kind of hard to follow, but it seems like there is a lot of political and peace keeping discourse there. I really feel terrible for all the innocent people that are caught up in silly power plays and government issues. People's lives are being ruined and destroyed every day.	sadness	2	6	1	34	39000	6.5	6.0	7.0	6.5	7.0	4.0	3.286	4.2860000000000005	4.857					
R_DHy2Rcz9Hym8jgl_4	R_DHy2Rcz9Hym8jgl	253	1.0	1.0	0.0	0.0	I feel like the world is so corrupt that it no longer makes me feel anything. I expect the worst from this world and only am surprised when something exceedingly good happens. That is a shame that such a gruesome scene cannot even make me feel anything. The world is a cesspool and we no longer have any integrity to show for it.	sadness	2	4	3	34	30000	7.0	7.0	7.0	7.0	7.0	5.0	1.286	4.2860000000000005	4.428999999999999					
		92	5.5	2.75			I just read a story about a Chinese boy who went missing and five days later was found dead at the bottom of a well. Apparently, he had been harvesting vegetables with his father. My question is, if you know that you have a well on your property and your son simply vanishes, wouldn't that be the first place that you look?	Neutral	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	402.0	25.0	1.0	train	401.0
		169	6.0	6.0			This poor child I just feel so bad. You would think someone would check the windows and make sure there secure with children is an apartment building off the ground. If it was me I would have some sort of safety lock on them because I know children can do anything. Maybe the parents were just not educated on the dangers but it seems irresponsible they didnt check or know that was happening. That poor child died such a painful death it is hard to even fathem. Thankful for the guard who called 911 so someone didnt find the body later on. Im sure the parents feel horrible and blame themselves that is very sad to me. 	Sadness	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	80.0	53.0	1.0	train	79.0
R_3HtdQ2RIZPxjRlC_1	R_3HtdQ2RIZPxjRlC	29	3.167	3.625	0.0	0.0	That is nice. Isis is using Chemical Weapons against us now? What is the world coming to, and how much longer are we going to put our military out there for this? Especially now that they are being exposed to chemicals that can burn the skin, and due some bad damage. This doesn't doesn't seem right at all.	disgust	2	5	6	31	62000	6.0	4.0	2.5	4.0	2.0	3.857	2.714	3.571	4.571000000000001					
R_25L0GShLxeAX8vJ_5	R_25L0GShLxeAX8vJ	340	1.167	1.375	0.0	0.0	Well that sucks for this people in the south.  It seems like there's always something that's messing with the gas prices.  Hopefully they'll get it repaired soon though and things will go back to normal. At least there wasn't severe environmental damage, that's a good thing. If I were down there, I would probably just ride a bike for a few weeks.	joy	1	5	1	34	30000	4.5	6.0	3.0	5.5	4.5	4.0	2.0	3.857	3.857					
		177	5.5	1.0			I was impressed by the many first, like being the first AD of the state of Florida. Then becoming the first female Attorney General for the United States of America. For that she will always be remembered.  Some of her dealing with the Clintons and the some of the ways she handled the illegal immigration case of that little boy I do not agree with.	Neutral	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	248.0	30.0	2.0	train	747.0
R_6KDlV6s0WkskdJD_3	R_6KDlV6s0WkskdJD	204	3.0	4.0	0.0	1.0	And another shooting of a black man by a cop. While most of the time, I feel that the shooting is justified, with the evidence presented, I definitely think this needs to go to a jury for a decision. I agree that she should have been trained for this scenario, but no one knows exactly what their emotions will be in a situation like this one. It was a domestic violence call, which are extremely dangerous for police officers. But I don't understand why less than lethal methods weren't deployed first.	sadness	2	6	1	50	154000	7.0	4.0	4.5	6.0	6.5	4.428999999999999	1.857	1.429	4.143					
R_1lu7p66XGUzZeeO_2	R_1lu7p66XGUzZeeO	135	3.5	1.0	0.0	0.0	This article was about a rash of fires in the south, particularly Appalachia. It mentioned dry conditions causing numerous fires and contributing to pollution that made the air dangerous and unpleasant to breathe. It also said that some of the fires were probably caused by arson, but didn't dwell too much on that aspect. The quoted official mentioned that dry conditions meant more fires could easily be accidentally started and that was a danger.	anger	1	6	1	47	30000	6.5	5.0	4.0	6.0	6.0	4.0	2.4290000000000003	4.714	4.571000000000001					
R_3ffqM7eI6MDHtwo_1	R_3ffqM7eI6MDHtwo	6	6.332999999999999	4.25	1.0	1.0	I just thought you would want to know my opinion on this.  We've never really talked much about it.  I feel like refugees from Syria should be given a free shot here in America.  We have been over there messing with their country.  We have engaged in war, both indirectly and directly.  We have been wavering in our responsibilities there.  To Be able to simply sit back here on our haunches in America Judging people who are fleeing for their lives..definately partially because of our actions, is wrong.  They should be welcomed here.  They shouldn't be treated as terrorists.  It is important that poor people who are suffering should be welcomed here.  These are people who would be glad to be given a shot, they would work hard.  They are family people, hard workers, many of them are talented a	anger	1	6	1	65	50000	6.5	7.0	5.0	6.5	6.0	4.857	2.571	4.571000000000001	4.714					
R_25XQUsv31bkrqNw_3	R_25XQUsv31bkrqNw	224	6.0	5.375	1.0	1.0	A lot of us not just veterans are losing sleep. I believe its because of deppression. We aren't happy and its because of money. Humans are always working they have no life. Work is not life. Some people don't get to spend time with there kids or family. They cant even have time for themselves. There worried about work, what time they have to get up, or what they will eat because they don't have time to cook. So we eat unhealthy thing that can lead to depression. Not getting enough sleep or the right nutrients lead to sicknesses. Theres people who don't have enough time to see a doctor. Our lifestyle is the reason we're not getting enough sleep. People put way to much on there plate just so they can have money. Everything is about money.	sadness	2	2	2	23	12000	5.0	4.5	3.0	5.0	4.5	4.571000000000001	2.571	4.428999999999999	4.428999999999999					
		34	5.666666666666667	6.75			There is a very bad humanitarian crisis gong on in Afghanistan. The fighting has lead this this insanely bad crisis. There is so much war going on that the innocent people are caught in the middle of it all. It is so sad because theres not enough bring done so all of the innocent people are suffering. Something needs to be done.	Sadness	2	5	1	28	50000	6.0	6.0	5.0	4.5	3.5	5.0	4.143	4.857	5.0	265.0	16.0	2.0	train	764.0
R_1o0waJFYMzMZBib_3	R_1o0waJFYMzMZBib	241	1.3330000000000002	1.25	0.0	0.0	Just found this article; not surprised by this at all. I can't believe there are truly female trump voters but I'm not surprised; racism is something they all bind together with. She really should just leave the party if she actually has any sense. Feel free to share this with someone else as well if you want.	sadness	2	5	3	24	20000	3.5	6.0	1.0	4.0	2.0	2.4290000000000003	3.0	3.0	3.0					
		52	1.0	1.0			I am not sure how I feel about this.  This guy is a lifelong criminal and honestly I don't think people like that deserve citizenship.  His parents messed up when he was young, yes, but he could have taken the responsibility to fix that as an adult.  He should have looked into it instead of spending so much time and energy breaking the law.  So I think he deserves what he is getting and should have been more careful.  	Neutral	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	322.0	24.0	1.0	train	321.0
R_3CJWhgP9ecOVgZL_2	R_3CJWhgP9ecOVgZL	157	1.6669999999999998	1.5	0.0	0.0	Sadly this has become common in our society. Blacks are killed by police, and nothing seems to make a difference or matter. I can guarantee that if it was a black cop killing a while person, the outcomes would be entirely different. I dont blame the black community for their anger and dissapointment. I'm angry and dissapointed I cant imagine how they must feel.	sadness	2	2	1	41	69000	7.0	1.5	2.0	7.0	6.5	3.429	2.4290000000000003	1.0	4.571000000000001					
		314	3.8333333333333335	1.75			Losing anyone in an accident is a terribly tragic thing, but losing your whole family in one quick flash would be absolutely crippling. I just read about an accident where this exact thing happened to a person. The details were unclear, but it seemed to be caused by the carelessness of another driver. My heart goes out to people who have to live through this kind of tragedy.	Sadness	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	129.0	25.0	2.0	train	628.0
		19	1.0	4.0			I don't feel empathy for the refugees, who are complicit in corruption and worthless systems of government that lead to their need to flee.  Nor do I think they have any right to do what they're doing.  And every country has every right to keep them out and let them deal with their own situation in their own country.  But I fear the state of our country and the world when these people invade and infest good countries.  The weak and bad infect the good, and too many countries, like Germany, are allowing it to happen.  How disgusted would I be if I were a German citizen and Merkel said Germany would take in one million refugees.  Why not just hand the country over to Syria and these other craphole places and we'll go live on their sand piles?  It's lunacy.	Disgust/Fear	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	243.0	48.0	1.0	train	242.0
		245	3.8333333333333335	3.375			I wonder if this type of thing is going to become more common as more people are forced to take care of elderly relatives at home.  Or mentally ill relatives.  Or both.  I assume this woman has something wrong with her.  She's not that old and I have to believe something's wrong with her to be out like that.  Dementia or mental illness or something.  Anyway, it's got to be really hard to take care of someone like that.  Our ability to live a long time is a double-edged sword.  Our bodies keep working and our minds stop, or vice versa, I guess.  Anyway, I feel sad if some family is worrying about where this woman is.  She might be scared and confused too.	Sadness	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	236.0	48.0	1.0	train	235.0
R_b1TbRrcCazNh0Qx_5	R_b1TbRrcCazNh0Qx	346	2.833	1.0	0.0	0.0	I'm the last one to want to victim blame anyone. I think as a celebrity you have to be a bit more conscious of your actions. Do I think Kim by posting the pics made someone want to rob her? No, but I think it's probably best to be more modest about what you post. I mean, just for safeties sake. I agree, I'd be scared to post about Tristan's ring too especially since it wasn't so long ago that Kim was robbed. Yes, I'm sure everything is insured, but it's still a scary experience and I'd do everything I could to avoid it.	fear	2	4	3	33	60000	6.5	6.5	4.5	7.0	4.0	3.286	3.0	4.714	4.857					
		80	3.6666666666666665	4.0			I feel like this is the type of attack that has no excuse.  Maybe the troops dislike the religion of muslims but this is no way to go about things just attacking them in this manner. The reporter that was fired for reporting on this issue has my respect, she tried to bring it to light and lost her job trying to let the voice of these women to be spoken.	Disgust	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	366.0	19.0	2.0	train	865.0
R_yTT1WD1ol6za3Jf_3	R_yTT1WD1ol6za3Jf	210	7.0	6.625	1.0	1.0	Imagine the excitement of going to a concert and the buildup for days after buying tickets. Imagine that you finally get to see these bands play and all of the sudden you hear gunshots ring out. You see people falling down, dead. How are you supposed to cope with that? How can you get up the next day and feel that this is a world worth living in?	disgust	1	4	1	30	79000	7.0	7.0	5.5	7.0	7.0	5.0	2.0	4.571000000000001	5.0					
		299	1.0	1.0			I honestly find this article more amusing than anything.  I absolutely loathe birds.  Can't stand them.  Want them all dead.  I don't even care how that affects the food chain or nature.  I just can't stand birds.  So the idea that they're so stupid they'll keep eating plastic and threaten their species' very existence, is amusing to me.  I think the article also misses some important information that I'd be curious to know, but I also don't care that much.  I also think it's amusing that Asian countries are all the worst at dumping plastics in the ocean.  That's why the straw thing in the U.S. is missing the point.  We're not the problem.  The Asians are.	Anger	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	187.0	48.0	1.0	train	186.0
R_2xJIlWl26lfyw8n_3	R_2xJIlWl26lfyw8n	238	1.0	6.75	0.0	1.0	Hey! So I just read this article about the internet in schools. I guess that several years ago, the government came up with this program to get internet and technology in to schools and make it possible for as many or all students to have access to computers and the internet. However, according to this article, this program is not working the way that it was set up to work and students are not actually benefiting from this program that costs A LOT of money! I was upset to read this, as I feel that the internet can be such a valuable tool in education, but then I really wasn't surprised at all to learn that the government isn't doing what it has been set up to do or what it is promising us citizens it will do. Doesn't the government just infuriate you and make you think you could do better?	sadness	2	5	1	28	62000	7.0	5.5	5.5	6.5	5.5	4.0	2.714	4.2860000000000005	5.0					
R_ddqYcWLm4IGB1yF_5	R_ddqYcWLm4IGB1yF	397	5.167000000000001	7.0	1.0	1.0	We are living in a world that ha problems left and right and sometimes I can't help but to be sad because so many people and animals are suffering.Rivers are drying in some places and ll the fishes are dying while some areas have flash floods that destroy things and kill people.This are end times and am saddened all the time by such issues.	sadness	1	6	3	32	60000	6.5	5.5	6.0	6.0	5.0	4.571000000000001	2.857	3.857	4.571000000000001					
		44	3.8333333333333335	4.125			It is sad to see the shooting of people and in the airport too it seems the world is going crazy there is all this violence everywhere you go you can't even go out any more without having to worry about these mass shootings and public shootings this is a very dangerous time we live in and we need to be safe	Sadness	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	359.0	33.0	1.0	train	358.0
		45	1.3333333333333333	2.25			This conflict is a mess but I also don't really care about it.  These people are largely animals and I don't really care whether the Houthis are killed or the civilians are killed.  The lowlife people get what they deserve.  The Houthis are backed by Iran, however, so I'm obviously cheering for the coalition, since this is basically a proxy war between Iran and people less awful than them (which is literally everyone).  But the thing is, I think war should be war.  We won WW2 by showing no mercy . We leveled towns.  We nuked Japan twice.  You either fight to win, and that means killing civilians, or you shouldn't bother.  And I think we should bother.  We should just level Yemen and let them pick up the pieces with the rightful government.	Anger/Neutral	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	111.0	48.0	1.0	train	110.0
R_wTpSAbyLekj11bb_3	R_wTpSAbyLekj11bb	174	4.167	4.5	1.0	1.0	What an awful tragedy no family should be subjected to this. This is really getting out of hand i cant believe the middle east still has so much turmoil. its really ridiculous. i hope our boys can help calm the situation and keep things safer than they are now. its just insane how much a person must be delusional to go through with these actions	sadness	1	4	1	24	30000	4.5	4.0	4.0	4.5	4.0	2.857	2.714	2.857	3.143					
		9	6.666666666666667	6.625			It is so sad honest people become victims of environmental hazards. We make technological and industrial advancement without considering the effects on the environment. Even though some of these things are unavoidable, we can make necessary actions to protect ourselves. It is so sad an earthquake of that magnitude hits New Zealand .	Sadness	1	7	1	28	165000	6.25	5.75	3.25	6.75	6.0	3.357	2.429	3.2145	3.4285	118.0	40.0	2.0	train	617.0
R_210aQMrmGetROju_5	R_210aQMrmGetROju	361	1.0	1.25	0.0	0.0	This is old news, really. We all know Trump won...and no one really saw it coming. No one thought he could win, every step of the way...and yet he did. He's in office...he's messing things up...whatever. We can only hope Mueller does something and/or that someone else wins in 2020. I'm tired of hearing about it.	disgust	2	6	1	35	60000	5.0	5.5	2.0	4.5	4.5	3.143	3.0	2.286	1.714					
		210	1.0	2.125			Reading about the attack on Paris that happened years ago brought up a lot of bad feelings and thoughts. I had completely forgotton about it because of how often things like that happen. It makes me upset to think that we are becoming numb to terror attacks in a way. i can only hope that the people affected have found peace and eventually we all will find peace	Hope/Sadness	1	4	2	23	70000	4.0	5.5	6.5	3.5	5.0	2.286	2.0	3.0	4.429	48.0	23.0	1.0	train	47.0
R_2eRzho4SQ70Sz61_5	R_2eRzho4SQ70Sz61	402	1.0	1.0	0.0	0.0	Reading about atrticles like this in a country i dont care about has no meaning to me. Im lower class worker in the USA. This kind of stuff makes no difference in my life because i struggle to even feed my kids. People facing hardship in other coutries is there problem not mine and i have no real feeling towrds those people	neutral	1	2	1	33	30000	3.5	4.5	4.5	4.0	4.5	2.714	3.429	3.571	2.571					
		289	4.5	4.375			I feel very bad for this person. I know I have seen people go through cancer and it is always sad as it just seems to tear them apart so quickly. This person is clearly strong and has an abundance of support so I wish them the best in their fight. Besides that, I wish they can find a cure for this soon. 	Sadness	1	2	2	20	36000	6.0	6.0	3.0	2.5	5.5	2.429	1.714	2.857	1.429	42.0	56.0	1.0	train	41.0
R_BywFj0eZ6r9wSdP_2	R_BywFj0eZ6r9wSdP	125	3.167	3.375	0.0	0.0	Wow how sad is this news? I'm glad that people rallied together to help those people at least. This really reminds me of when I lived in Texas and everyone was having their homes and land ruined by wild fires that went out of control. People lost everything but luckily everyone really teamed up to help each other.	sadness	2	3	1	21	21000	3.5	4.0	4.5	4.0	3.5	3.571	4.0	3.571	2.714					
R_1pERSTMtylH2tus_4	R_1pERSTMtylH2tus	312	3.667	2.875	0.0	0.0	"Russia claims bombed UN aid convoy was 'escorted by terrorists A UN aid convoy that was bombed on Monday night was escorted by a ""terrorists"", Russia has claimed in response to accusations it was behind the deadly attacks. Moscow has denied hitting the UN convoy, which was bombed as it delivered food aid to opposition-held parts of Aleppo on Monday night, minutes after the military declared the end of a ceasefire. The strikes, carried out by either Syrian or allied Russian warplanes, hit Syrian Red Crescent trucks as staff members were unloading aid in Urem al-Kubra in Aleppo province. More than a dozen were killed including Omar Barakat, the organisation’s director. Pictures shared by activists showed burned bodies next to a UNHCR badge. Russia's defence ministry relea"	neutral	2	5	3	25	20000	5.0	4.5	3.5	2.5	5.0	3.0	2.857	2.857	3.143					
		99	6.333333333333333	6.625			Divorce always make me sad. I dont like it when couples separate over avoidable causes. Things should be done to prevent them from going separate ways. I mean, they start their whole life differently. All the shared goals and ambition goes through the wind and they have to start from the scratch alone...individually.	Sadness	1	7	1	28	165000	6.25	5.75	3.25	6.75	6.0	3.357	2.429	3.2145	3.4285	138.0	40.0	2.0	train	637.0
R_3rGtVh32jHkOn7O_2	R_3rGtVh32jHkOn7O	88	4.0	2.75	1.0	0.0	A guy named Collins was charged with stealing nude celebrity photos and videos. While his behavior is clearly unacceptable, one thing to note is the article is calling this a hack. Hacking and nothing is safe, not you, not yours, not your loved ones, is kind of a way to make people afraid and keep reading. In reality, this guy just kinda sent an email to these celebrities and said hey i need your password this is google from google, hurry its an emergency and they fell for it. I feel bad for them, we've all been tricked at least once in our lives by something on the internet, but it isn't like this guy cracked the security of google and we're all doomed.	anger	1	2	1	34	15000	4.0	5.5	1.0	5.0	1.0	3.429	3.143	2.4290000000000003	4.2860000000000005					
R_1FKBh54yxO8fhfn_3	R_1FKBh54yxO8fhfn	182	5.332999999999999	6.0	1.0	1.0	Can you believe this article? The more I read this article the more disgusted I got with what had been done to this kitten. This is a awful story that deserves to be heard by more people to make sure that the the kitten receives justice, and that the person who did this is not allowed to hurt any more animals. I think it is a great thing that this person is not allowing for someone to get away with this and making sure that others will stand with him and not allow this crime to go unpunished. I think it would be great if you could share this story and let others know so something like this can be stopped in the future.	disgust	1	4	2	27	35000	6.0	6.0	2.0	6.0	5.5	2.857	2.0	2.286	3.0					
R_3n93vjDq0ugut0o_4	R_3n93vjDq0ugut0o	257	2.333	2.25	0.0	0.0	Thinking about air conditions in other countries I wonder if other countries who have the capability can help out. The article I read was about air quality and I wondered if it's hard to teach Indian citizens the affects of what they are doing. Maybe teaching them in school would help. It seems many people are suffering and changing for the better would benefit a lot of people. I guess us caring about those would also be beneficial to us because we all share the same planet.	fear	2	6	5	33	51000	6.0	5.5	4.5	3.5	4.0	3.0	2.0	3.571	3.429					
		169	3.6666666666666665	6.375			I do not know how to feel about this story. It is one of  those stories where I blame the parents and do not blame the parents at the same time. I naturally  worry all the time and would had made sure that the window was not open enough for the 2 year old to fall out and I do know that accidents happen. The parents must be heartbroken.	Neutral	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	79.0	30.0	1.0	train	78.0
		103	6.0	6.25			"You can never trust Russian government. Putin usually ""cleans up"" anyone who is again him or not ""useful"". A guy does not ""accidentally"" die in a hotel from mysterious injuries-he gets taken out. Anyone who buys this story is out of their mind. Dictators and communists always take out people who are against them!"	Disgust	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	496.0	26.0	1.0	train	495.0
R_3qDw2H978H7qwvX_5	R_3qDw2H978H7qwvX	381	5.5	3.375	1.0	0.0	People working in Financial institutions or banks should be honest and do what is morally right. Workers who opened fake accounts should be fired, that is unethical. No one would be expecting such a huge scam at Wells Fargo. I am deeply saddened, I have an account with Wells Fargo. I have to be paying close attention to my account, one never knows when something will go wrong.	sadness	2	6	1	38	59000	7.0	7.0	4.0	7.0	7.0	4.428999999999999	3.143	4.714	4.857					
R_2n9TUB8UXeDYQJr_4	R_2n9TUB8UXeDYQJr	284	1.5	1.375	0.0	0.0	I think most people would be disturbed about how animals are treated before they are slaughtered and used for meat.  I feel like aside from clearly inhumane treatment, it should be expected that killing an animal for food isn't exactly going to be the most pleasant process for the creature.  I'm not particularly surprised that the method of stunning chickens has a failure rate.	disgust	1	6	1	24	60000	6.5	4.0	6.5	4.0	7.0	3.286	2.857	3.0	2.714					
		148	5.333333333333333	4.0			I love elephants so much and every time I hear about them being abused this way it hurts my heart. I hate that people can be so cruel to animals in general, but to such sweet, gentle giants? It makes me so sad. And her name is Nosey. That's not even fair, someone needs to strip that awful man of that angelic creature.	Sadness	2	4	1	28	21000	7.0	5.0	1.0	5.0	3.5	4.143	3.286	4.429	3.571	334.0	6.0	1.0	train	333.0
		375	2.1666666666666665	1.875			Hey, so polar bears are being killed in mass. even though they are protected, they are still being killed off. why is it that humans do this so much? We have caused so many species to go extinct, will polar bears be next? I feel like this is just what we humans do. We cause the death and destruction of other species of animals and our own planet.	Sadness	1	6	1	34	68000	5.5	6.0	5.5	5.0	6.5	3.143	1.714	3.857	2.429	163.0	46.0	1.0	train	162.0
R_24N2HpBUwNAIHqA_4	R_24N2HpBUwNAIHqA	300	2.0	2.5	0.0	0.0	If you hear a ringing in your occasionally, don't be too alarmed. If you hear it persistently for quite some time, I would be slightly worried and definitely more alarmed. This could mean that you eventually lose your hearing. Tinnitus is a common thing to experience and usually is nothing. But sometimes this can be an early sign that you could lose your hearing. I strongly encourage people to go and get this checked if they experience frequently and definitely educate yourself on it.	neutral	1	4	1	25	50000	5.0	6.5	1.5	5.0	2.5	2.857	3.143	3.0	2.857					
		44	3.8333333333333335	3.375			I think it is very sad. I think many people are turning to suicide because they are desperate. They are depressed and can't take it anymore. It is an awful place to be in. The family was well known but that does not keep them safe from the depression or despair that can hit anyone at any time. You should look out for one another. It is a very tough world out there. It is very easy to slip into a depression. This did not have to happen to him.	Sadness	2	4	1	45	52000	6.0	4.0	3.0	6.0	4.0	3.0	3.0	2.286	3.857	358.0	34.0	1.0	train	357.0
R_2eRzho4SQ70Sz61_1	R_2eRzho4SQ70Sz61	41	4.167	4.25	1.0	1.0	I dont really have feeling towards the article i just read. This article did not really interest me in the slightest. On the other hand i do feel like any one that is associated with bin laden or that any one that is as sympathizer or a terrorist should be indicted and charged with acts of terrorism.	neutral	1	2	1	33	30000	3.5	4.5	4.5	4.0	4.5	2.714	3.429	3.571	2.571					
R_Opxbk3pTYovG4lr_2	R_Opxbk3pTYovG4lr	121	2.667	5.75	0.0	1.0	It saddens and scares me that people don't see terrorists for what they are: radicalized individuals who have gone rogue. The vast majority of Muslims are peaceful people who just want to live their lives and practice their faith. This country needs to be educated on other cultures so we stop fearing the unknown. Building more walls and dividers between different groups of people won't help anything.	sadness	2	7	1	29	62000	6.0	5.5	4.0	6.0	4.0	3.571	2.857	4.0	3.857					
		80	1.1666666666666667	1.75			I don't really care about this issue, in part because I don't even understand it.  All these ethnic and religious conflicts with displaced people, governments cracking down, and terrorist groups--they just tire me after a while.  I do tend to agree with the idea that these are internal matters, not international matters.  Burma has a right to independence and to protect itself against deemed threats.  The UN always wants to come in and defend the refugees and criticize the governments for not doing enough or for cracking down too hard on perceived threats.  Why should a government not have the right to defend itself against existential threats?  For the sake of some do-nothing, pompous, self-righteous group from the UN?  Screw that.	Anger	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	369.0	48.0	2.0	train	868.0
R_vdj2zExWbAVjx6N_2	R_vdj2zExWbAVjx6N	162	4.167	2.5	1.0	0.0	As frustrating as it might be for the overflow of goldfish thriving in wildlife, I am very curious to see a four-pound goldfish. Could you imagine? The pettiness inside me kind of smirks at the growing population of them. There is nothing to blame for the existing and gaining population of goldfish, except for ourselves. I mean their very existence is because people wanted more appealing fish for their gardens and maybe aquariums too. Then they were bred and still are bred for trinkets and given away as promotional items. So I feel we as people have no right to glare at the survival of the discarded lives that were no longer wanted. I say,'You go goldfish! Live your best lives!'	fear	2	6	3	28	35000	4.5	7.0	4.0	6.5	5.5	4.571000000000001	3.0	5.0	3.571					
		35	7.0	5.875			This situation in Haiti is terrible and saddening. no person in this day and age should suffer at the hands of their government while no one does anything to help. It is sad to see such suffering and hungry people. How can a country be that terrible. How does next to nobody help these poor innocent people.	Sadness	2	5	1	28	50000	6.0	6.0	5.0	4.5	3.5	5.0	4.143	4.857	5.0	3.0	16.0	2.0	train	502.0
		73	1.1666666666666667	1.125			These people are freaking weird.  Im sorry but the whole concept of wearing blood around your neck is so annoying on so many levels.  Not only are you being overly dramatic in an effort to further your career and notoriety, you're also just being downright freaky and cutting yourselves.  I don't get these people.	Anger	1	5	1	31	82000	3.5	2.5	2.0	4.5	5.0	3.571	2.286	1.857	2.0	134.0	49.0	2.0	train	633.0
