message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	essay_word_count	essay_id	fear_count	anger_count	anticipation_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	empathy_level	distress_level	prompt_bio	prompt_emp	prompt_emo
R_3RxS7cf9gInidpl_5	R_3RxS7cf9gInidpl	375	4.0	4.0	1	1	Hey Jax, I thought this was a interesting article that you might be interested in reading. It definitely piqued my interest. I thought it relates to your situation that you are dealing with at the moment. Let me know what you think of the video as well.  I might show this to Jackie too and see if what she thinks of it.	neutral	2	5	1	27	25000	5.5	7.0	5.5	4.0	5.5	3.857	3.286	3.0	4.0	62	531	0.0	0.0	0.2222222222222222	0.1111111111111111	0.0	0.4444444444444444	0.0	0.1111111111111111	0.1111111111111111	0.0	0.0	2.592803628962184	2.390700387326559	low	low	An essay about the article 375, written by a 27 years old white female, with a two year associate degree, with an income of 25000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness, disgust.
R_PGMi0XWOtOpaa89_5	R_PGMi0XWOtOpaa89	383	4.0	2.0	1	0	It's a weird ironic twist that once illegal animals are seized they may fare worse than if the smugglers were allowed to get away with them. It brings out the selfishness of humans and their inability to share this wonderful world with its other inhabitants. These animals should be properly cared for, and perhaps some of the financing could come from fines imposed upon the people who illegally absconded with them in the first place.	neutral	1	4	1	64	27000	6.5	7.0	4.0	6.5	5.5	4.143	1.714	4.714	4.571000000000001	75	532	0.09523809523809523	0.047619047619047616	0.047619047619047616	0.09523809523809523	0.047619047619047616	0.09523809523809523	0.23809523809523808	0.14285714285714285	0.09523809523809523	0.09523809523809523	0.0	2.816559210068297	2.821990804475546	low	low	An essay about the article 383, written by a 64 years old white male, went to college, with an income of 27000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_QmJWJsa2hr6gdXz_1	R_QmJWJsa2hr6gdXz	49	7.0	3.75	1	0	Yeah so global warming is really messing with the polar bear and the glaciers, if the earth continues to melt and the glaciers continue to melt then we could be looking at the extension of the polar bear, the disappearance of our glacier and mass ma flooding. Luckily they eat a lot of people keeping a close eye the sea levels and working on how to slow the warming of our planet.	neutral	2	4	3	26	33579	6.0	6.5	6.5	7.0	6.5	4.857	1.714	4.143	4.714	72	533	0.2	0.2	0.1	0.1	0.0	0.4	0.0	0.0	0.0	0.0	0.0	3.464108566421506	3.189028790828776	high	medium	An essay about the article 49, written by a 26 years old black or african american female, went to college, with an income of 33579$.	The essay expresses high empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger.
R_2AEUozhKdiOv2dz_1	R_2AEUozhKdiOv2dz	49	3.167	1.375	0	0	According to a new study, the polar regions are continuing to melt. In a decade, a lot of the ice melted. This situation is really affecting polar bears because they live in that environment. I found out that they ambush seals as they come up out of the water. Whether we can change this trend or not, I am not sure about but we should try.	neutral	1	3	1	37	25000	7.0	6.0	2.0	4.5	4.0	4.571000000000001	3.143	5.0	5.0	66	534	0.18181818181818182	0.09090909090909091	0.0	0.18181818181818182	0.09090909090909091	0.2727272727272727	0.09090909090909091	0.0	0.0	0.09090909090909091	0.0	2.9479676730239737	2.8588737761205367	low	low	An essay about the article 49, written by a 37 years old white male, went to a technical/vocational school, with an income of 25000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_3nTvynbDUYQMWU7_4	R_3nTvynbDUYQMWU7	334	3.5	3.875	0	0	From this article I read 82 percent of ecosystems are being impacted by climate change. Whats interesting about this is the environment and the species in these ecosystems are going through morphological changes. Sometimes we get this idea that climate change will eradicate all life from the Earth but it seems that we will be able to adapt to it to a certain extent. By no means am I say we shouldn't make changes to solve climate change but it is interesting to seem how life is adapting to the changes.	neutral	1	6	6	27	50000	4.0	5.0	3.0	3.0	2.5	4.571000000000001	3.571	3.571	4.0	91	535	0.375	0.125	0.0	0.0	0.0	0.375	0.125	0.0	0.0	0.0	0.0	2.8774915542186603	2.7565353454400663	low	low	An essay about the article 334, written by a 27 years old male, with a four year bachelor's degree, with an income of 50000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_3ho2mL7zaMK1xSh_4	R_3ho2mL7zaMK1xSh	263	3.5	4.25	0	1	Hey.  I'm not sure if you have ever considered getting yourself screened for colon cancer.   From what I have read, the prep for this screening seems quite unpleasant.  Drinking massive amounts of a questionable substance heavy with salt doesn'r seem to be like a good time to me.  I noticed that some items from a company have made it to phase two trials through the FDA.  One is a food bar and the other one is a smoothie.  They are supposed to have some kind of flavors to them like strawberry and lemon.  I guess this should help with the process.	neutral	1	5	1	47	32000	4.0	4.0	3.5	3.0	2.5	2.143	3.286	2.4290000000000003	2.0	101	536	0.038461538461538464	0.038461538461538464	0.07692307692307693	0.11538461538461539	0.07692307692307693	0.15384615384615385	0.15384615384615385	0.07692307692307693	0.15384615384615385	0.11538461538461539	0.07142857142857142	2.7030280342300763	2.589825046398725	low	low	An essay about the article 263, written by a 47 years old white male, with a two year associate degree, with an income of 32000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: disgust.
R_T1p2XrWsahvahpf_4	R_T1p2XrWsahvahpf	286	4.833	3.375	1	0	I thinj it is our responsibility as a first world country to be providing assisstance to these area in brazil and Columbia. Zika Virus could prove to be an epidemic and that is a global issue, not just a country. Giving them access to proper medical training to spread better health practices and health education to the population could be the most effective thing to preventing more spread of the virus	neutral	1	4	3	19	50000	4.5	6.5	2.5	7.0	7.0	3.571	2.714	3.286	3.0	71	537	0.09523809523809523	0.047619047619047616	0.14285714285714285	0.14285714285714285	0.047619047619047616	0.2857142857142857	0.09523809523809523	0.047619047619047616	0.047619047619047616	0.047619047619047616	0.0	3.132685391385365	2.9203438813158162	medium	medium	An essay about the article 286, written by a 19 years old black or african american male, went to college, with an income of 50000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_3fIsbpALDtKKHMt_4	R_3fIsbpALDtKKHMt	270	4.167	4.5	1	1	I think the process of dying can contain various levels of trauma.  Some people die with less pain, and we tend to call them lucky.  I tend to think the body inflicts various levels of physical and psychological pain over the often somewhat lengthy process of dying.  One type of emotion I can partly relate to is the idea that the party (life) keeps going on, but you have to leave.  The idea of no longer consuming new information or experiences.  The process of dying inflicts bad emotions on me, but thinking about being dead does not inflict many emotions on me.  I feel neutral or calm about the idea, and I see no rational reason for worrying about it.	neutral	1	3	1	30	8700	6.0	3.0	2.0	5.0	6.0	3.571	2.571	3.429	3.0	120	538	0.18	0.1	0.04	0.04	0.04	0.1	0.2	0.2	0.08	0.02	0.0	3.0752753371419286	2.907461098664972	high	low	An essay about the article 270, written by a 30 years old white male, went to a technical/vocational school, with an income of 8700$.	The essay expresses high empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_3qmvHJGYLWOgccV_1	R_3qmvHJGYLWOgccV	16	2.5	3.25	0	0	"So I just had to read this article for a survey. It was completely unformatted, an enormous text-wall essay list. I made it all the way through though. I'm not really into sports, which the article focused on, but the article did talk about a bunch of prominent women in sports and their accomplishments. It was a little hard to follow because I'm not really familiar with a lot of sports terminology or what accomplishments are big deals. I think people generally care more about men's performances, but it's good that women can be recognized for their accomplishments in sports too. There was one bit about a woman who got some popularity over what the writer called a ""raunchy"" photo shoot. I think that's kinda weird that something like that was even included in an article with feminist tone."	neutral	2	5	1	27	15000	6.0	6.0	1.0	4.0	1.0	3.714	4.571000000000001	4.0	4.143	139	539	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.11764705882352941	0.058823529411764705	0.4117647058823529	0.11764705882352941	0.0	0.058823529411764705	0.058823529411764705	0.03571428571428571	2.482067050265856	2.2223396177554178	low	low	An essay about the article 16, written by a 27 years old white female, with a two year associate degree, with an income of 15000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, surprise, disgust, joy.
R_1eQAOZUF4OeFfld_3	R_1eQAOZUF4OeFfld	177	4.167	3.75	1	0	this is all about politics it talks about the like of Janet Reno, first female US attorney general who dies at 78 — anet Reno, former US attorney general under President Bill Clinton, died Monday morning following a long battle with Parkinson's disease, her sister Maggy Hurchalla said. She was 78. Reno, the nation's first-ever female attorney general, served in the Clinton White House from 1993 to 2001	neutral	1	6	3	30	75000	5.0	4.5	4.5	3.5	2.5	2.4290000000000003	2.714	3.286	3.143	68	540	0.13333333333333333	0.2	0.03333333333333333	0.23333333333333334	0.0	0.26666666666666666	0.06666666666666667	0.03333333333333333	0.03333333333333333	0.0	0.0	2.390990771309975	2.0284167299525233	medium	low	An essay about the article 177, written by a 30 years old black or african american male, with a four year bachelor's degree, with an income of 75000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger.
R_2n9TUB8UXeDYQJr_3	R_2n9TUB8UXeDYQJr	198	1.0	1.0	0	0	I read an article about the Loud Music Shooter, not sure if you've heard about this case in Florida.  It seems like they've upheld the murder conviction for the man who shot a black teen during an argument about loud music being played.  It did seem more like murder and not so much like an actual self-defense situation.	neutral	1	6	1	24	60000	6.5	4.0	6.5	4.0	7.0	3.286	2.857	3.0	2.714	58	541	0.13793103448275862	0.13793103448275862	0.0	0.0	0.10344827586206896	0.06896551724137931	0.2413793103448276	0.20689655172413793	0.06896551724137931	0.034482758620689655	0.0	2.405775085833164	2.1776267894443637	low	low	An essay about the article 198, written by a 24 years old white male, with a four year bachelor's degree, with an income of 60000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_3ho2mL7zaMK1xSh_5	R_3ho2mL7zaMK1xSh	355	2.667	6.25	0	1	Some of the drivers around this place need to be taken out of their cars and arrested.  Some people were struck on Highway 80 near Chunky.  Some kids were involved.  I think three people died.  They were riding on the back of a trailer celebrating Halloween.  A vehicle collided with the trailer probably a drunk.  I think they were just in a hurry like everyone else around here.  I guess that driver is going to get it.	neutral	1	5	1	47	32000	4.0	4.0	3.5	3.0	2.5	2.143	3.286	2.4290000000000003	2.0	77	542	0.0	0.0	0.4	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	2.669167813355007	2.613447055986393	low	medium	An essay about the article 355, written by a 47 years old white male, with a two year associate degree, with an income of 32000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: surprise, joy.
R_2rDyxME5mBal26x_5	R_2rDyxME5mBal26x	386	4.0	1.0	1	0	Remember that story that I told you about my neighbor Paul from my old neighborhood and how he had served in IRAQ and had come home and had PTSD?  I found this article that explains it pretty good and think you might be interested in reading it to deal with the new coworker that you have that has similar issues.	neutral	1	4	1	44	35000	7.0	7.0	7.0	7.0	7.0	5.0	1.429	4.0	4.857	60	543	0.0	0.0	0.2	0.2	0.08	0.28	0.0	0.04	0.04	0.16	0.25	2.9735821803828797	2.6814959973913775	medium	low	An essay about the article 386, written by a 44 years old white male, went to college, with an income of 35000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: hope.
R_UYp6AR9x2OVfNIt_2	R_UYp6AR9x2OVfNIt	127	1.0	1.0	0	0	It seems that climate change is still a big threat to animals and wildlife, but not necessarily in the ways we would first think of. Climate change can affect the habitats of wild animals and cause them to die from things like lack of water, which is still a big deal. It's not the temperature change necessarily but what happens to things like the habitat.	neutral	1	4	1	30	28000	2.5	4.5	1.0	4.5	3.0	3.571	2.4290000000000003	3.714	3.0	65	544	0.2777777777777778	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.1111111111111111	0.1111111111111111	0.2222222222222222	0.05555555555555555	0.0	0.05555555555555555	0.0	2.869274088295793	2.685389212064515	low	low	An essay about the article 127, written by a 30 years old white male, went to college, with an income of 28000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_3CUaT7Wfp69pO4a_2	R_3CUaT7Wfp69pO4a	125	4.333	3.625	1	0	I always read about these house fires and never think about them again. That is something that I should do less of. Maybe I can find a way to donate time or money for families in tragedies so that they can get back on their feet as soon as possible. This recent reversal of my attitude was because a friend of mine recently had their apartment burn out due to a building fire.	neutral	1	6	3	34	92000	5.5	4.5	2.5	2.5	5.0	2.857	3.143	3.0	3.143	73	545	0.0625	0.125	0.125	0.125	0.125	0.1875	0.0625	0.0	0.0625	0.125	0.0	2.9576655617792804	2.7442911993909447	medium	low	An essay about the article 125, written by a 34 years old black or african american male, with a four year bachelor's degree, with an income of 92000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, surprise, joy.
R_2VqoEbnL1j6X9WU_1	R_2VqoEbnL1j6X9WU	26	1.5	2.125	0	0	"Darrell Issa is considered the "" mini Trump"" to many voters. To my Republican friends who support this candidate I just have a few opinions of my own.  First I would say Issa never receded his support for Trump after the Infamous Hollywood Access recording.  For somebody who preach's morals its kind of hypocritical.  Mr. Issa has been motivated by fear of political repercussions more than his constituents’ best interests. He is now trying to distance himself from Trump because polling suggests that supporting him is not in his best interest for reelection. This guy has no morals and should not be supported for his constant flip flopping."	neutral	1	4	1	31	125000	6.5	5.5	5.5	5.5	4.0	3.714	3.429	3.286	3.857	108	546	0.034482758620689655	0.10344827586206896	0.06896551724137931	0.1724137931034483	0.06896551724137931	0.27586206896551724	0.06896551724137931	0.0	0.10344827586206896	0.10344827586206896	0.0	2.4497545197574455	2.384394773479629	low	low	An essay about the article 26, written by a 31 years old white male, went to college, with an income of 125000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, disgust, joy.
R_2f3zCPdKbNAtHjz_1	R_2f3zCPdKbNAtHjz	16	1.6669999999999998	1.5	0	0	I thought reading an article about iconic moments of women athletes would be quite a bit more interesting and moving than it was. Instead, it was mostly a rattling of championships and medal counts with very few anecdotal pieces of information. The only things that really stood out were the story of the marathon runner and the swimmer because there were interesting stories attached to them.	neutral	2	6	1	33	55000	2.5	4.5	2.5	4.0	1.5	2.857	3.429	4.714	3.286	66	547	0.0	0.0	0.2	0.1	0.1	0.5	0.0	0.0	0.0	0.1	0.0	2.859706225402783	2.503937718679429	low	low	An essay about the article 16, written by a 33 years old white female, with a four year bachelor's degree, with an income of 55000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: surprise, joy.
R_2VqoEbnL1j6X9WU_4	R_2VqoEbnL1j6X9WU	278	1.0	3.5	0	0	The Russians are always being provocative and trying to show force especially against the United States. There dangerous ways almost cost one of there pilots his life. This is yet another attempt from Russia to yet further distance themselves from NATO and to show they fully support the murderous Assad regime.	neutral	1	4	1	31	125000	6.5	5.5	5.5	5.5	4.0	3.714	3.429	3.286	3.857	51	548	0.1875	0.125	0.0625	0.1875	0.0625	0.0625	0.1875	0.0625	0.0625	0.0	0.0	2.6242356021549083	2.683933185777868	low	medium	An essay about the article 278, written by a 31 years old white male, went to college, with an income of 125000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_57k7MIpd4IfEJ8d_2	R_57k7MIpd4IfEJ8d	143	2.0	2.0	0	0	Climate change is already evident in all the ecosystems of the earth. the genes of living beings are changing in response to climate changes, affecting ecosystems around the world. the changes that by natural means should take a hundred of decades to occur, takes very few years to complete. This disorder affects the whole relationship of the ecosystems, discouraging them and causing their extinction.	neutral	1	6	1	50	54000	6.0	4.5	3.5	6.0	6.0	4.0	2.4290000000000003	3.571	4.0	64	549	0.4	0.0	0.0	0.2	0.0	0.2	0.2	0.0	0.0	0.0	0.0	2.977384739984628	2.985369432909208	low	low	An essay about the article 143, written by a 50 years old white male, with a four year bachelor's degree, with an income of 54000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_1N9zzcTNBoGJ2sR_2	R_1N9zzcTNBoGJ2sR	113	5.332999999999999	4.625	1	1	Everything from the smoking dangers posed to children, to the epidemic of rats and their waste products, to even refugee crises surrounding Greece - are all problematic situations. These situations have to each be approached from a different perspective, and because of this - they require a more focused and specialized touch.	neutral	1	6	3	22	150000	4.0	6.0	5.0	6.0	5.5	3.143	3.0	3.143	2.143	52	550	0.1	0.1	0.1	0.0	0.1	0.0	0.2	0.2	0.2	0.0	0.0	3.0760121745715674	2.981223078649295	medium	medium	An essay about the article 113, written by a 22 years old black or african american male, with a four year bachelor's degree, with an income of 150000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness, disgust.
R_CaD7yFl7q5MrzCp_3	R_CaD7yFl7q5MrzCp	169	6.332999999999999	5.25	1	1	A two year old in Willoughby Hills East of the Cleveland area fell from his eleven story apartment building. His parents were in the living room and had no idea that this had taken place. There neighbors had found the child motionless on the ground and presumably dead. The police are treating this as a pure accident and don't anticipate any further charges.	neutral	1	6	1	44	14500	6.5	7.0	6.5	2.5	4.5	3.429	1.429	3.714	3.143	63	551	0.11764705882352941	0.0	0.058823529411764705	0.17647058823529413	0.058823529411764705	0.23529411764705882	0.11764705882352941	0.11764705882352941	0.0	0.11764705882352941	0.0	2.824968931155707	2.8059455135998426	medium	medium	An essay about the article 169, written by a 44 years old white male, with a four year bachelor's degree, with an income of 14500$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness, joy.
R_5jRlP3nKHGclOFj_2	R_5jRlP3nKHGclOFj	163	5.667000000000001	5.75	1	1	"India Kashmir: The teenager blinded by pellets — Photographer Abid Bhat here describes the life of 14-year-old Insha Mushtaq, who lost vision in both her eyes after being hit by pellets in Indian-administered Kashmir. ""I just want to ask the security personnel who fired pellets at me what my fault was,"" Miss Mushtaq says, as she stands by the same window she was sitting at when pellets blinded her. She has been in and out of hospitals for the past three months in an attempt to regain her vision. Nothing has worked so far, but she remains hopeful. Ms Mushtaq says she wanted to become a doctor before losing her vision. She brings out her text books to show me, and flips the pages though she cannot read them anymore. ""I can only feel them now,"" she says tearfully"	neutral	1	6	3	30	30000	4.5	3.5	3.5	3.5	4.5	3.143	3.571	3.714	3.857	139	552	0.03225806451612903	0.06451612903225806	0.16129032258064516	0.12903225806451613	0.03225806451612903	0.1935483870967742	0.22580645161290322	0.0967741935483871	0.03225806451612903	0.03225806451612903	0.0	2.8880559900930822	2.794881324587141	medium	medium	An essay about the article 163, written by a 30 years old black or african american male, with a four year bachelor's degree, with an income of 30000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_1IWXSlintlzIuBr_5	R_1IWXSlintlzIuBr	376	4.667	2.0	1	0	this article is about   As part of its fight against childhood obesity, the organization of nations has called on Member States to introduce restrictions on advertising of aforementioned products on all platforms including the internet. In 2012 in Europe, said the WHO, children use ‘digital media’ for nearly two hours daily on weekdays. And on weekends, they’re online an extra half an hour longer. Internet use is increasing sharply, the organization added, and the trend covers all age groups. Hidden junk food ads online For starters, Google, Facebook and YouTube are the sites with most daily visits online. Meanwhile, Android and iPhone (iOS) are the top platforms on hand-held communication devices, and they also have advertisements via applications.	neutral	1	6	1	31	50000	2.5	3.5	5.0	5.0	5.5	3.0	3.0	3.286	2.857	118	553	0.03225806451612903	0.03225806451612903	0.16129032258064516	0.16129032258064516	0.06451612903225806	0.25806451612903225	0.0967741935483871	0.03225806451612903	0.03225806451612903	0.12903225806451613	0.05263157894736842	2.77334928327687	2.598648596609886	medium	medium	An essay about the article 376, written by a 31 years old white male, with a four year bachelor's degree, with an income of 50000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: joy.
R_Adi1QVd9hfOBDNf_3	R_Adi1QVd9hfOBDNf	210	7.0	1.0	1	0	I recently read an article about how the band Eagles of Death Metal visited the Paris attacks memorial. A year before they were playing at a concert hall when the attacks occured a year prior. Sting was the first person to play at he concert hall since the attacks. The front man of the Eagles of Death Metal was denied access to the event. He had told Fox news that the muslim security collaborated with the attackers at the concert hall.	neutral	1	6	3	33	63000	7.0	7.0	4.5	5.5	7.0	4.714	1.0	1.286	3.857	81	554	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	2.608362971264648	2.4639129466393253	low	low	An essay about the article 210, written by a 33 years old black or african american male, with a four year bachelor's degree, with an income of 63000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_2Y3T8M1nbUNrgGx_5	R_2Y3T8M1nbUNrgGx	338	1.0	1.0	0	0	This doesn't sound too worrisome to me. If you are affected by depression, then you should decide as an individual to find another option. It's just a side effect, I think there are many medicines out there that have depression as a side effect. It is something that individuals should be aware of, but nothing critical.	neutral	1	6	5	36	50000	1.5	5.0	1.0	4.5	5.0	3.714	2.714	4.2860000000000005	4.143	56	555	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.4	0.0	0.0	0.0	2.555989979550409	2.5030134589945705	low	low	An essay about the article 338, written by a 36 years old asian/pacific islander male, with a four year bachelor's degree, with an income of 50000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_cCIxe9lO16DgF1f_4	R_cCIxe9lO16DgF1f	321	5.332999999999999	4.625	1	1	"Looks like a lot of muslim hate crimes are going on, especially in new york city.  A lady had her clothes set on fire right in public.  People yelling ""get out of America"" at them, etc.  I can understand people's animosity towards them as their religious people essentially declared war on us, but not everyone is that extreme."	neutral	1	7	1	39	76000	7.0	6.5	6.5	6.0	7.0	4.2860000000000005	1.429	4.143	3.0	58	556	0.26666666666666666	0.13333333333333333	0.06666666666666667	0.0	0.0	0.06666666666666667	0.2	0.13333333333333333	0.13333333333333333	0.0	0.0	2.8681692877625276	2.768484584785114	medium	medium	An essay about the article 321, written by a 39 years old white male, postgradute or with a professional degree, with an income of 76000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_bHPD9qC8514QvxD_4	R_bHPD9qC8514QvxD	308	3.333	3.25	0	0	there are many red quireels in great britain and are causing  leprosy arounf the city a girlo who was near the age found in squirrel these have been in scotland and great britian and even in some cases also in but not ecluding them at all - russia. this is a plagment and a serious incident as you can read many peolpe should be concered about this and might turn a bline eye to it but something should be done about this and people should try to find a cure of some sort for this	neutral	1	6	2	29	50000	4.5	5.0	4.5	4.5	4.0	3.0	2.4290000000000003	3.0	2.857	95	557	0.125	0.0	0.0	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.0	3.1529813581170605	2.8997804209454263	medium	low	An essay about the article 308, written by a 29 years old hispanic or latino male, with a four year bachelor's degree, with an income of 50000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: surprise, sadness, disgust, joy.
R_1DZ3upqcIzFhtH3_2	R_1DZ3upqcIzFhtH3	152	4.833	4.625	1	1	The hydrogen is the poison gas. It may leads to severe health problem. So, this is must be injurious to the human body. The hydrogen is the poison gas. It may leads to severe health problem. So, this is must be injurious to the human body. The hydrogen is the poison gas. It may leads to severe health problem. So, this is must be injurious to the human body. The hydrogen is the poison gas. It may leads to severe health problem. So, this is must be injurious to the human body. The hydrogen is the poison gas. It may leads to severe health problem. So, this is must be injurious to the human body.	neutral	1	6	3	26	75000	6.5	2.0	5.0	2.0	4.0	3.0	2.286	3.571	3.286	115	558	0.25	0.16666666666666666	0.0	0.0	0.0	0.0	0.25	0.25	0.08333333333333333	0.0	0.0	2.6143651194832778	2.6788931584656233	medium	medium	An essay about the article 152, written by a 26 years old black or african american male, with a four year bachelor's degree, with an income of 75000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_3R4lpvpSZKNYUCN_2	R_3R4lpvpSZKNYUCN	112	5.667000000000001	5.5	1	1	The outer boom which was put in place to contain the spilled oil had broke free on Friday causing the oil to spread and bad weather had prevented clean up crews from working on the spill for four consecutive days. By Saturday, salvage crews had recovered more than 40 percent of the 200,000 liters of fuel estimated to be in the vessel, but the damage had already been done.	neutral	1	7	2	30	60000	4.5	3.5	4.0	4.0	3.5	3.571	3.714	2.714	3.0	69	559	0.125	0.125	0.0	0.0625	0.0	0.125	0.1875	0.1875	0.125	0.0625	0.0	2.9348719610728464	2.789977282718623	medium	medium	An essay about the article 112, written by a 30 years old hispanic or latino male, postgradute or with a professional degree, with an income of 60000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_2PiZjdFX0cW00PQ_3	R_2PiZjdFX0cW00PQ	215	3.667	3.25	0	0	Is Val Kilmer healthy or not? Seems as though comments keep being made about his health and now Michael Douglas has even said something about him. Although, just because the two worked together on The Ghost and the Darkness (one of the best movies ever!) doesn't give him the right to make public comments about Kilmer's health whether it's true or not. Maybe he doesn't want the whole world to know if he's going through something.	neutral	2	4	1	44	17000	7.0	5.0	1.5	4.5	4.0	3.143	1.429	3.286	3.857	76	560	0.0	0.0	0.16666666666666666	0.16666666666666666	0.0	0.5	0.0	0.0	0.0	0.16666666666666666	0.0	2.292119248521147	2.1602149234598182	low	low	An essay about the article 215, written by a 44 years old white female, went to college, with an income of 17000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: joy.
R_2ckgAvLqxiOMF97_5	R_2ckgAvLqxiOMF97	354	1.0	3.375	0	0	This article about the murder/suicide of this couple just further proves that people who commit acts of murder are usually mentally disturbed. They will harm someone and themselves with or without access to a gun. This murder/suicide was clearly not done by a gun. There are so many situations where a murderer will kill themselves after they have harmed someone else, proving that they are very disturbed and they should have received help of some sort. This will prevent them from harming innocent people along with themselves.	neutral	2	6	1	33	75000	6.5	7.0	3.0	3.5	2.0	3.714	4.428999999999999	4.857	3.714	87	561	0.21875	0.1875	0.0	0.03125	0.03125	0.0625	0.25	0.15625	0.0625	0.0	0.0	2.800733338690726	2.928312981446632	low	medium	An essay about the article 354, written by a 33 years old white female, with a four year bachelor's degree, with an income of 75000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger.
R_1lu7p66XGUzZeeO_4	R_1lu7p66XGUzZeeO	323	2.833	1.75	0	0	The article I read was about the disparity in responsibility for birth control between men and women. A new male birth control was rejected as having too many side effects on men, when options available to women have far more and more severe side effects. The article mentioned that birth control for women revolutionized lives so much that the side effects were deemed acceptable, but men are not accustomed to ceding convenience for responsibility, are used to women taking control in this area.	neutral	1	6	1	47	30000	6.5	5.0	4.0	6.0	6.0	4.0	2.4290000000000003	4.714	4.571000000000001	83	562	0.13636363636363635	0.045454545454545456	0.13636363636363635	0.13636363636363635	0.0	0.22727272727272727	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.13636363636363635	0.0	2.883244988785839	2.813088766055183	low	low	An essay about the article 323, written by a 47 years old white male, with a four year bachelor's degree, with an income of 30000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: joy.
